Timestamp(ms),Current(uA),D0-D7
105940.61,337.954,00000000
105940.62,339.309,00000000
105940.63,340.665,00000000
105940.64,343.378,00000000
105940.65,343.830,00000000
105940.66,340.665,00000000
105940.67,337.502,00000000
105940.68,338.406,00000000
105940.69,340.665,00000000
105940.7,341.569,00000000
105940.71,343.830,00000000
105940.72,343.830,00000000
105940.73,342.474,00000000
105940.74,337.050,00000000
105940.75,337.502,00000000
105940.76,338.858,00000000
105940.77,340.213,00000000
105940.78,343.830,00000000
105940.79,344.735,00000000
105940.8,343.830,00000000
105940.81,340.213,00000000
105940.82,337.502,00000000
105940.83,338.406,00000000
105940.84,337.954,00000000
105940.85,341.569,00000000
105940.86,345.640,00000000
105940.87,344.735,00000000
105940.88,345.640,00000000
105940.89,339.761,00000000
105940.9,340.213,00000000
105940.91,338.406,00000000
105940.92,337.954,00000000
105940.93,341.117,00000000
105940.94,342.474,00000000
105940.95,343.378,00000000
105940.96,341.569,00000000
105940.97,340.665,00000000
105940.98,338.858,00000000
105940.99,339.309,00000000
105941,342.474,00000000
105941.01,346.545,00000000
105941.02,346.092,00000000
105941.03,345.187,00000000
105941.04,341.117,00000000
105941.05,341.117,00000000
105941.06,339.761,00000000
105941.07,342.022,00000000
105941.08,343.378,00000000
105941.09,344.735,00000000
105941.1,344.735,00000000
105941.11,342.926,00000000
105941.12,339.309,00000000
105941.13,339.309,00000000
105941.14,340.213,00000000
105941.15,342.474,00000000
105941.16,345.640,00000000
105941.17,346.545,00000000
105941.18,342.926,00000000
105941.19,339.761,00000000
105941.2,339.309,00000000
105941.21,337.502,00000000
105941.22,340.213,00000000
105941.23,341.117,00000000
105941.24,342.926,00000000
105941.25,342.926,00000000
105941.26,340.665,00000000
105941.27,338.858,00000000
105941.28,337.050,00000000
105941.29,337.954,00000000
105941.3,340.665,00000000
105941.31,343.830,00000000
105941.32,344.283,00000000
105941.33,343.378,00000000
105941.34,339.309,00000000
105941.35,336.147,00000000
105941.36,338.406,00000000
105941.37,337.954,00000000
105941.38,342.022,00000000
105941.39,342.926,00000000
105941.4,343.830,00000000
105941.41,341.117,00000000
105941.42,336.599,00000000
105941.43,336.599,00000000
105941.44,337.050,00000000
105941.45,340.213,00000000
105941.46,341.569,00000000
105941.47,343.830,00000000
105941.48,343.378,00000000
105941.49,340.213,00000000
105941.5,337.954,00000000
105941.51,336.147,00000000
105941.52,340.665,00000000
105941.53,342.022,00000000
105941.54,345.640,00000000
105941.55,345.640,00000000
105941.56,341.569,00000000
105941.57,337.954,00000000
105941.58,337.050,00000000
105941.59,340.213,00000000
105941.6,341.117,00000000
105941.61,343.378,00000000
105941.62,342.926,00000000
105941.63,343.378,00000000
105941.64,341.117,00000000
105941.65,338.406,00000000
105941.66,338.406,00000000
105941.67,339.309,00000000
105941.68,341.569,00000000
105941.69,343.830,00000000
105941.7,344.735,00000000
105941.71,342.474,00000000
105941.72,340.213,00000000
105941.73,337.954,00000000
105941.74,336.599,00000000
105941.75,337.954,00000000
105941.76,341.569,00000000
105941.77,343.830,00000000
105941.78,341.569,00000000
105941.79,340.213,00000000
105941.8,337.050,00000000
105941.81,336.599,00000000
105941.82,337.954,00000000
105941.83,337.954,00000000
105941.84,342.474,00000000
105941.85,342.474,00000000
105941.86,340.665,00000000
105941.87,337.502,00000000
105941.88,335.244,00000000
105941.89,336.599,00000000
105941.9,337.502,00000000
105941.91,338.858,00000000
105941.92,342.474,00000000
105941.93,341.569,00000000
105941.94,340.665,00000000
105941.95,336.599,00000000
105941.96,336.599,00000000
105941.97,337.502,00000000
105941.98,340.213,00000000
105941.99,341.569,00000000
105942,343.830,00000000
105942.01,341.569,00000000
105942.02,339.309,00000000
105942.03,336.147,00000000
105942.04,336.147,00000000
105942.05,336.147,00000000
105942.06,339.761,00000000
105942.07,341.569,00000000
105942.08,341.569,00000000
105942.09,339.309,00000000
105942.1,335.695,00000000
105942.11,334.341,00000000
105942.12,336.147,00000000
105942.13,338.406,00000000
105942.14,339.761,00000000
105942.15,341.569,00000000
105942.16,339.309,00000000
105942.17,339.309,00000000
105942.18,335.244,00000000
105942.19,335.244,00000000
105942.2,335.695,00000000
105942.21,338.406,00000000
105942.22,339.761,00000000
105942.23,340.665,00000000
105942.24,337.954,00000000
105942.25,337.050,00000000
105942.26,336.147,00000000
105942.27,337.502,00000000
105942.28,339.761,00000000
105942.29,342.022,00000000
105942.3,343.378,00000000
105942.31,343.378,00000000
105942.32,340.665,00000000
105942.33,338.406,00000000
105942.34,337.050,00000000
105942.35,338.406,00000000
105942.36,341.117,00000000
105942.37,341.569,00000000
105942.38,344.735,00000000
105942.39,342.474,00000000
105942.4,337.502,00000000
105942.41,337.954,00000000
105942.42,337.954,00000000
105942.43,342.022,00000000
105942.44,343.378,00000000
105942.45,344.283,00000000
105942.46,343.830,00000000
105942.47,341.569,00000000
105942.48,337.502,00000000
105942.49,336.147,00000000
105942.5,339.309,00000000
105942.51,340.213,00000000
105942.52,342.022,00000000
105942.53,342.926,00000000
105942.54,342.474,00000000
105942.55,338.406,00000000
105942.56,337.502,00000000
105942.57,337.502,00000000
105942.58,339.309,00000000
105942.59,339.761,00000000
105942.6,343.378,00000000
105942.61,342.926,00000000
105942.62,340.213,00000000
105942.63,337.954,00000000
105942.64,336.599,00000000
105942.65,337.954,00000000
105942.66,339.309,00000000
105942.67,342.926,00000000
105942.68,341.569,00000000
105942.69,341.569,00000000
105942.7,337.954,00000000
105942.71,336.147,00000000
105942.72,336.599,00000000
105942.73,338.858,00000000
