Timestamp(ms),Current(uA),D0-D7
272295.76,336.147,00000000
272295.77,336.599,00000000
272295.78,336.147,00000000
272295.79,337.954,00000000
272295.8,336.599,00000000
272295.81,335.695,00000000
272295.82,334.792,00000000
272295.83,337.502,00000000
272295.84,339.309,00000000
272295.85,338.406,00000000
272295.86,337.502,00000000
272295.87,338.406,00000000
272295.88,338.406,00000000
272295.89,338.406,00000000
272295.9,337.502,00000000
272295.91,337.050,00000000
272295.92,336.147,00000000
272295.93,337.050,00000000
272295.94,337.050,00000000
272295.95,336.599,00000000
272295.96,337.502,00000000
272295.97,337.954,00000000
272295.98,337.502,00000000
272295.99,337.050,00000000
272296,338.406,00000000
272296.01,336.147,00000000
272296.02,336.599,00000000
272296.03,337.050,00000000
272296.04,336.147,00000000
272296.05,338.406,00000000
272296.06,336.147,00000000
272296.07,335.695,00000000
272296.08,338.406,00000000
272296.09,334.792,00000000
272296.1,338.406,00000000
272296.11,337.502,00000000
272296.12,338.406,00000000
272296.13,337.502,00000000
272296.14,337.954,00000000
272296.15,338.406,00000000
272296.16,337.954,00000000
272296.17,337.502,00000000
272296.18,336.599,00000000
272296.19,336.147,00000000
272296.2,336.147,00000000
272296.21,338.406,00000000
272296.22,336.147,00000000
272296.23,335.244,00000000
272296.24,337.050,00000000
272296.25,335.244,00000000
272296.26,336.599,00000000
272296.27,336.147,00000000
272296.28,337.502,00000000
272296.29,336.147,00000000
272296.3,338.406,00000000
272296.31,336.147,00000000
272296.32,334.341,00000000
272296.33,336.147,00000000
272296.34,338.858,00000000
272296.35,337.954,00000000
272296.36,339.309,00000000
272296.37,339.309,00000000
272296.38,339.761,00000000
272296.39,338.858,00000000
272296.4,338.858,00000000
272296.41,338.406,00000000
272296.42,338.406,00000000
272296.43,338.406,00000000
272296.44,338.406,00000000
272296.45,338.406,00000000
272296.46,337.502,00000000
272296.47,337.050,00000000
272296.48,337.502,00000000
272296.49,337.050,00000000
272296.5,336.147,00000000
272296.51,337.954,00000000
272296.52,336.147,00000000
272296.53,336.147,00000000
272296.54,336.147,00000000
272296.55,337.050,00000000
272296.56,336.599,00000000
272296.57,335.244,00000000
272296.58,335.244,00000000
272296.59,336.147,00000000
272296.6,337.502,00000000
272296.61,336.147,00000000
272296.62,336.599,00000000
272296.63,336.147,00000000
272296.64,337.502,00000000
272296.65,336.147,00000000
272296.66,337.954,00000000
272296.67,337.502,00000000
272296.68,338.406,00000000
272296.69,337.954,00000000
272296.7,336.147,00000000
272296.71,338.858,00000000
272296.72,338.858,00000000
272296.73,338.406,00000000
272296.74,337.050,00000000
272296.75,338.406,00000000
272296.76,337.502,00000000
272296.77,338.858,00000000
272296.78,337.502,00000000
272296.79,336.147,00000000
272296.8,336.147,00000000
272296.81,336.599,00000000
272296.82,335.695,00000000
272296.83,338.406,00000000
272296.84,338.406,00000000
272296.85,338.406,00000000
272296.86,338.406,00000000
272296.87,337.050,00000000
272296.88,338.858,00000000
272296.89,339.309,00000000
272296.9,339.309,00000000
272296.91,337.502,00000000
272296.92,337.954,00000000
272296.93,339.309,00000000
272296.94,337.050,00000000
272296.95,337.502,00000000
272296.96,337.954,00000000
272296.97,338.858,00000000
272296.98,337.954,00000000
272296.99,337.050,00000000
272297,337.954,00000000
272297.01,337.502,00000000
272297.02,337.954,00000000
272297.03,337.502,00000000
272297.04,338.406,00000000
272297.05,337.954,00000000
272297.06,338.406,00000000
272297.07,334.341,00000000
272297.08,337.050,00000000
272297.09,337.954,00000000
272297.1,337.050,00000000
272297.11,337.050,00000000
272297.12,337.502,00000000
272297.13,338.406,00000000
272297.14,337.954,00000000
272297.15,337.954,00000000
272297.16,336.147,00000000
272297.17,337.050,00000000
272297.18,337.954,00000000
272297.19,337.954,00000000
272297.2,337.502,00000000
272297.21,339.761,00000000
272297.22,338.858,00000000
272297.23,338.406,00000000
272297.24,337.502,00000000
272297.25,336.599,00000000
272297.26,338.858,00000000
272297.27,338.406,00000000
272297.28,338.406,00000000
272297.29,338.406,00000000
272297.3,338.406,00000000
272297.31,338.406,00000000
272297.32,337.050,00000000
272297.33,337.954,00000000
272297.34,337.502,00000000
272297.35,340.213,00000000
272297.36,337.954,00000000
272297.37,337.502,00000000
272297.38,337.502,00000000
272297.39,335.244,00000000
272297.4,338.406,00000000
272297.41,338.406,00000000
272297.42,336.599,00000000
272297.43,336.147,00000000
272297.44,337.502,00000000
272297.45,338.406,00000000
272297.46,337.502,00000000
272297.47,338.406,00000000
272297.48,338.406,00000000
272297.49,338.858,00000000
272297.5,336.599,00000000
272297.51,338.406,00000000
272297.52,338.406,00000000
272297.53,338.406,00000000
272297.54,338.406,00000000
272297.55,337.954,00000000
272297.56,337.954,00000000
272297.57,335.695,00000000
272297.58,338.406,00000000
272297.59,339.309,00000000
272297.6,339.309,00000000
272297.61,338.858,00000000
272297.62,340.213,00000000
272297.63,337.502,00000000
272297.64,339.309,00000000
272297.65,338.406,00000000
272297.66,340.213,00000000
272297.67,337.954,00000000
272297.68,338.406,00000000
272297.69,339.309,00000000
272297.7,338.858,00000000
272297.71,338.858,00000000
272297.72,338.858,00000000
272297.73,339.309,00000000
272297.74,338.406,00000000
272297.75,339.309,00000000
272297.76,338.858,00000000
272297.77,340.213,00000000
272297.78,338.858,00000000
272297.79,338.406,00000000
272297.8,337.502,00000000
272297.81,336.147,00000000
272297.82,335.695,00000000
272297.83,338.406,00000000
272297.84,338.406,00000000
272297.85,338.406,00000000
272297.86,336.599,00000000
272297.87,335.695,00000000
272297.88,336.599,00000000
272297.89,335.244,00000000
272297.9,335.695,00000000
272297.91,334.341,00000000
272297.92,334.792,00000000
272297.93,335.244,00000000
272297.94,336.599,00000000
272297.95,335.244,00000000
272297.96,337.502,00000000
272297.97,337.050,00000000
272297.98,337.502,00000000
272297.99,337.954,00000000
272298,338.858,00000000
272298.01,337.502,00000000
272298.02,336.147,00000000
272298.03,336.147,00000000
272298.04,337.502,00000000
272298.05,336.147,00000000
272298.06,337.502,00000000
272298.07,336.599,00000000
272298.08,339.309,00000000
272298.09,336.599,00000000
272298.1,338.858,00000000
272298.11,338.406,00000000
272298.12,338.406,00000000
272298.13,337.050,00000000
272298.14,337.502,00000000
272298.15,337.954,00000000
272298.16,338.406,00000000
272298.17,336.147,00000000
272298.18,335.695,00000000
272298.19,336.147,00000000
272298.2,335.244,00000000
272298.21,338.406,00000000
272298.22,336.599,00000000
272298.23,336.147,00000000
272298.24,337.050,00000000
272298.25,336.599,00000000
272298.26,337.954,00000000
272298.27,338.406,00000000
272298.28,336.599,00000000
272298.29,337.050,00000000
272298.3,337.502,00000000
272298.31,336.599,00000000
272298.32,336.147,00000000
272298.33,337.502,00000000
272298.34,337.502,00000000
272298.35,337.502,00000000
272298.36,337.954,00000000
272298.37,336.599,00000000
272298.38,335.695,00000000
272298.39,336.599,00000000
272298.4,336.147,00000000
272298.41,337.502,00000000
272298.42,336.147,00000000
272298.43,335.695,00000000
272298.44,336.147,00000000
272298.45,335.244,00000000
272298.46,334.792,00000000
272298.47,337.502,00000000
272298.48,337.502,00000000
272298.49,337.050,00000000
272298.5,336.599,00000000
272298.51,336.147,00000000
272298.52,338.406,00000000
272298.53,337.050,00000000
272298.54,336.599,00000000
272298.55,337.050,00000000
272298.56,336.599,00000000
272298.57,335.244,00000000
272298.58,336.599,00000000
272298.59,336.147,00000000
272298.6,337.502,00000000
272298.61,337.954,00000000
272298.62,335.695,00000000
272298.63,334.341,00000000
272298.64,335.244,00000000
272298.65,335.695,00000000
272298.66,335.695,00000000
272298.67,335.244,00000000
272298.68,334.341,00000000
272298.69,336.599,00000000
272298.7,333.889,00000000
272298.71,336.599,00000000
272298.72,335.695,00000000
272298.73,335.244,00000000
272298.74,338.406,00000000
272298.75,337.502,00000000
272298.76,336.599,00000000
272298.77,336.599,00000000
272298.78,338.406,00000000
272298.79,336.599,00000000
272298.8,336.599,00000000
272298.81,338.406,00000000
272298.82,336.147,00000000
272298.83,337.954,00000000
272298.84,340.213,00000000
272298.85,337.502,00000000
272298.86,336.599,00000000
272298.87,336.599,00000000
272298.88,338.858,00000000
272298.89,337.502,00000000
272298.9,338.406,00000000
272298.91,337.954,00000000
272298.92,337.954,00000000
272298.93,337.050,00000000
272298.94,338.406,00000000
272298.95,336.147,00000000
272298.96,336.599,00000000
272298.97,336.147,00000000
272298.98,338.406,00000000
272298.99,337.050,00000000
272299,337.954,00000000
272299.01,335.695,00000000
272299.02,335.244,00000000
272299.03,336.599,00000000
272299.04,335.244,00000000
272299.05,334.341,00000000
272299.06,333.889,00000000
272299.07,334.341,00000000
272299.08,336.147,00000000
272299.09,336.147,00000000
272299.1,336.599,00000000
272299.11,335.244,00000000
272299.12,337.954,00000000
272299.13,338.406,00000000
272299.14,337.050,00000000
272299.15,337.502,00000000
272299.16,336.599,00000000
272299.17,336.599,00000000
272299.18,337.050,00000000
272299.19,338.406,00000000
272299.2,335.695,00000000
272299.21,340.213,00000000
272299.22,337.954,00000000
272299.23,336.147,00000000
272299.24,337.502,00000000
272299.25,337.502,00000000
272299.26,336.147,00000000
272299.27,336.599,00000000
272299.28,337.050,00000000
272299.29,336.599,00000000
272299.3,335.695,00000000
272299.31,335.695,00000000
272299.32,335.695,00000000
272299.33,337.502,00000000
272299.34,335.695,00000000
272299.35,335.244,00000000
272299.36,336.599,00000000
